11-7618T,5/8,0028 hrs,5/8 0028 hrs,5/8 0106 hrs Failure to Meet Financial Responsibility,,Cleared By Arrest
"",,,,,Paseo Del Saber,
11-7620T,5/8,0134 hrs,5/8 0134 hrs,5/8 0149 hrs Under 21 with Alcohol in Body,Sonora,Cleared By Arrest
11-7628T,5/8,0338 hrs,5/8 0325 hrs,5/8 2300 hrs Criminal Damage,Hassayampa,Cleared By Arrest
11-7629T,5/8,0426 hrs,5/8 0426 hrs,5/8 0446 hrs Under 21 with Alcohol in Body,Bio-Design Institute,Cleared By Arrest
"",,,,"Unlawful Use Means of Transportation, Under 21 with",,
11-7633T,5/8,0715 hrs,5/8 0715 hrs,5/8 1020 hrs,A Mountain,Cleared By Arrest
"",,,,Alcohol in Body,,
11-7642T,5/8,1147 hrs,5/8 1055 hrs,5/8 1155 hrs Criminal Damage,Manzanita,Pending
11-7644T,5/8,1257 hrs,5/8 1145 hrs,5/8 1240 hrs Theft,Vista Del Sol,Pending
"",,,,,Lab/Computer,
11-7665W,5/8,2308 hrs,5/6 1800 hrs,5/8 2308 hrs Criminal Damage,,Pending
"",,,,,Classroom,
"",,,,Police Log,,
"",,,,Arizona State University Police Department,,
"",,,,"Monday, May 09, 2011",,
"",,,,Occurred,,
"",Date,Time,,,,
Incident #,,,From,Thru Description,Location,Disposition
"",Reported,Reported,,,,
"",,,Date Time,Date Time,,
"",,,,,University Services,
11-7669T,5/9,0623 hrs,5/5 1430 hrs,5/9 0600 hrs Criminal Damage,,Pending
"",,,,,Building,
"",,,,,Student Recreation,
11-7677T,5/9,0917 hrs,5/9 0745 hrs,5/9 0840 hrs Bike Theft,,Pending
"",,,,,Complex,
11-7678T,5/9,0916 hrs,5/9 0830 hrs,5/9 0916 hrs Information Only,Hayden Library,Pending
11-7694E,5/9,1107 hrs,5/9 1030 hrs,5/9 11:30 hrs Information Only,6500 Block of S Rowen,Pending
11-7694T,5/9,1348 hrs,5/8 2000 hrs,5/9 0830 hrs Bike Theft,Hassayampa,Pending
11-7701T,5/9,1623 hrs,5/7 1400 hrs,5/8 1000 hrs Bike Theft,Best Hall,Pending
11-7712T,5/9,1933 hrs,5/9 1130 hrs,5/9 1130 hrs Fail to Notify on Striking an Unattended Vehicle,Parking Structure 1,Pending
11-7727T,5/9,2354 hrs,5/9 2354 hrs,5/10 0122 hrs Cholla,Assault,Cleared By Arrest
"",,,,Police Log,,
"",,,,Arizona State University Police Department,,
"",,,,"Tuesday, May 10, 2011",,
"",,,,Occurred,,
"",Date,Time,,,,
Incident #,,,From,Thru Description,Location,Disposition
"",Reported,Reported,,,,
"",,,Date Time,Date Time,,
11-7730T,5/10,0049 hrs,5/10 0050 hrs,5/10 0050 hrs Found Property-Impounded for Safekeeping,Business Administration,Pending
"",,,,,Ross Blakeley Law,
11-7734T,5/10,0329 hrs,5/10 0312 hrs,5/10 0329 hrs Non-Injury Accident,,Pending
"",,,,,Library,
11-7735T,5/10,0534 hrs,5/10 0530 hrs,5/10 0535 hrs Disorderly Conduct,Cereus Hall,Pending
11-7739T,5/10,0802 hrs,5/10 0200 hrs,5/10 0745 hrs Bicycle Theft,Hayden Library,Pending
11-7744T,5/10,1204 hrs,5/10 1204 hrs,5/10 1204 hrs Theft,Hayden Hall,Pending
11-7767T,5/10,1831 hrs,5/10 1230 hrs,5/10 1820 hrs Bicycle Theft,Palo Verde East,Pending
11-7772T,5/10,1932 hrs,5/9 1300 hrs,5/10 1900 hrs Motor Vehicle Theft,Lot 66,Pending
"",,,,,E. University Dr / S.,
11-7782T,5/10,2304 hrs,5/10 2304 hrs,5/10 2424 hrs Driving on Suspended License,,Cleared By Arrest
"",,,,,McClintock Dr.,
11-7786T,5/10,2344 hrs,5/10 2315 hrs,5/10 2350 hrs Possession of Drug Paraphernalia,Parking Structure 7,Cleared By Arrest
11-7787P,5/10,2344 hrs,5/10 2344 hrs,5/10 2344 hrs Information Only Report,6942 E. Valwood Ave.,Closed
"",,,,Police Log,,
"",,,,Arizona State University Police Department,,
"",,,,"Wednesday, May 11, 2011",,
"",,,,Occurred,,
"",Date,Time,,,,
Incident #,,,From,Thru Description,Location,Disposition
"",Reported,Reported,,,,
"",,,Date Time,Date Time,,
11-7811W,5/11,1344 hrs,5/4 0000 hrs,5/11 1345 hrs Criminal Damage,Parking Lot 19,Pending
"",,,,,Business Administration,
11-7815T,5/11,1417hrs,5/11 1200 hrs,5/11 1400 hrs Bicycle Theft,,Pending
"",,,,,C-Wing,
11-7816T,5/11,1422 hrs,5/10 1900 hrs,5/11 1430 hrs Burglary,Palo Verde West,Pending
"",,,,,Schwada Classroom,
11-7831T,5/11,1714 hrs,4/21 1900 hrs,5/11 1714 hrs Theft,,Pending
"",,,,,Office Building,
11-7838T,5/11,1900 hrs,5/11 1900 hrs,5/11 1900 hrs Property Impounded for Destruction,Palo Verde Main,Closed
"",,,,Police Log,,
"",,,,Arizona State University Police Department,,
"",,,,"Thursday, May 12, 2011",,
"",,,,Occurred,,
"",Date,Time,,,,
Incident #,,,From,Thru Description,Location,Disposition
"",Reported,Reported,,,,
"",,,Date Time,Date Time,,
"",,,,,Student Recreation,
11-7865T,5/12,0050 hrs,5/12 0050 hrs,5/12 0101 hrs Possession of Drug Paraphernalia. Warrant Arrest,,Cleared By Arrest
"",,,,,Complex,
"",,,,,Physical Education,
11-7869T,5/12,0211 hrs,5/12 0211 hrs,5/12 0211 hrs Property Impounded for Safekeeping,,Closed
"",,,,,West,
11-7870D,5/12,0232 hrs,5/12 0232 hrs,5/12 0232 hrs Property Impounded for Destruction,Taylor Place,Closed
11-7884T,5/12,1121 hrs,5/11 2000 hrs,5/12 1100 hrs Bicycle Theft,Cereus Hall,Pending
"",,,,,Athlete's Performance,
11-7885T,5/12,1134 hrs,4/10 1000 hrs,4/12 0930 hrs Theft,,Pending
"",,,,,Institute,
11-7887T,5/12,1226 hrs,5/3 2100 hrs,5/12 1230 hrs Bicycle Theft,Parking Structure 4,Pending
11-7901T,5/12,1547 hrs,5/12 0630 hrs,5/12 1530 hrs Bicycle Theft,Hayden Library,Pending
"",,,,,Physical Sciences A,
11-7902T,5/12,1553 hrs,5/12 1553 hrs,5/12 1553 hrs Lost Key,,Closed
"",,,,,Wing,
11-7905T,5/12,1741 hrs,5/12 1741 hrs,5/12 1741 hrs Information Only Report,Lot 59,Closed
11-7912T,5/12,1930 hrs,5/12 1930 hrs,5/12 1948 hrs Assault,Sun Devil Stadium,Cleared By Arrest
11-7919T,5/12,2151 hrs,5/10 1500 hrs,5/12 2130 hrs Bicycle Theft,Barrett Hall,Pending
"",,,,,E. Apache Blvd / S.,
11-7923T,5/12,2359 hrs,5/12 2359 hrs,5/12 2359 hrs Racing/ Exhibition of Speed,,Cleared By Arrest
"",,,,,Rural Rd,
"",,,,Police Log,,
"",,,,Arizona State University Police Department,,
"",,,,"Friday, May 13, 2011",,
"",,,,Occurred,,
"",Date,Time,,,,
Incident #,,,From,Thru Description,Location,Disposition
"",Reported,Reported,,,,
"",,,Date Time,Date Time,,
11-7926T,5/13,0023 hrs,5/13 0023 hrs,5/13 0038 hrs Under 21 with Alcohol in Body,1300 Block S Rural Rd,Cleared By Arrest
11-7928T,5/13,0033 hrs,5/13 0033 hrs,5/13 0049 hrs Under 21 with Alcohol in Body,Vista del Sol,Cleared By Arrest
"",,,,"Driving on Suspended License, Possession of Open",E Alpha Dr / E,
11-7930T,5/13,0131 hrs,5/13 0131 hrs,5/13 0145 hrs,,Cleared By Arrest
"",,,,Container in Passenger Compartment of Vehicle,University Dr,
11-7938T,5/13,0545 hrs,5/13 0545 hrs,"5/13 0607 hrs Theft, False Information to Law Enforcement",Vista del Sol,Cleared By Arrest
11-7939T,5/13,0628 hrs,5/13 0628 hrs,5/13 1142 hrs Criminal Damage,Vista del Sol,Cleared By Arrest
11-7943T,5/13,0854 hrs,5/6 1430 hrs,5/12 1515 hrs Criminal Damage,Murdock Hall,Pending
"",,,,,Student Recreation,
11-7944T,5/13,0913 hrs,5/13 0750 hrs,5/13 0910 hrs Bike Theft,,Pending
"",,,,,Center,
11-7948T,5/13,1040 hrs,5/12 2300 hrs,5/13 1030 hrs Criminal Damage,Bookstore,Pending
11-7950T,5/13,1121 hrs,5/13 1121 hrs,5/13 1121 hrs Non-injury Accident,Lot 72,Pending
11-7970T,5/13,2014 hrs,5/13 0830 hrs,5/13 1900 hrs Theft,Coor,Pending
11-7972T,5/13,2223 hrs,5/13 1700 hrs,5/13 1730 hrs Theft,Vista del Sol,Pending
"",,,,Police Log,,
"",,,,Arizona State University Police Department,,
"",,,,"Saturday, May 14, 2011",,
"",,,,Occurred,,
"",Date,Time,,,,
Incident #,,,From,Thru Description,Location,Disposition
"",Reported,Reported,,,,
"",,,Date Time,Date Time,,
11-7983T,5/14,0156 hrs,5/14 0149 hrs,5/14 0149 hrs Criminal Nuisance,Lot 18,Cleared By Arrest
11-8009T,5/14,1518 hrs,5/14 1518 hrs,5/14 1518 hrs Property Impounded for Destruction,Lot 59,Closed
11-8025T,5/14,2032 hrs,5/9 0845 hrs,5/9 0855 hrs Theft,Hayden Library,Pending
"",,,,,E Lemon Mall / S,
11-8026T,5/14,2147 hrs,5/14 2145 hrs,5/14 2147 hrs Property Impounded for Destruction,,Closed
"",,,,,College Ave,
"",,,,"Driving Under the Influence, Driving Under the",,
"",,,,,E Apache Blvd / S,
11-8029T,5/14,2250 hrs,5/14 2250 hrs,"5/14 2305 hrs Influence with BAC of 0.08 or higher, and Lighted",,Cleared By Arrest
"",,,,,Sunset Dr,
"",,,,Lamps Required,,
"",,,,Police Log,,
"",,,,Arizona State University Police Department,,
"",,,,"Sunday, May 15, 2011",,
"",,,,Occurred,,
"",Date,Time,,,,
Incident #,,,From,Thru Description,Location,Disposition
"",Reported,Reported,,,,
"",,,Date Time,Date Time,,
11-8034W,5/15,0225 hrs,5/15 0225 hrs,5/15 0225 hrs Property Impounded for Safekeeping,Community Park,Closed
11-8037T,5/15,0300 hrs,5/15 0145 hrs,5/15 0300 hrs Criminal Damage,Engineering Center B,Pending
11-8045T,5/15,1042 hrs,5/6 0000 hrs,5/15 1042 hrs Criminal Damage,609 S. Alpha Dr.,Pending
"",,,,Police Log,,
"",,,,Arizona State University Police Department,,
"",,,,"Monday, May 16, 2011",,
"",,,,Occurred,,
"",Date,Time,,,,
Incident #,,,From,Thru Description,Location,Disposition
"",Reported,Reported,,,,
"",,,Date Time,Date Time,,
11-8077P,5/16,0445 hrs,5/16 0445 hrs,5/16 0608 hrs 3rd Degree Criminal Trespass,6942 E. Valwood Ave,Cleared By Arrest
11-8078W,5/16,0454 hrs,5/16 0020 hrs,5/16 0450 hrs Criminal Damage,Sands,Pending
"",,,,,Engineering Center D-,
11-8140T,5/16,1222 hrs,5/14 0100 hrs,5/15 1200 hrs Criminal Damage,,Pending
"",,,,,Wing,
"",,,,,Business Administration,
11-8177T,5/16,1446 hrs,5/16 0815 hrs,5/16 1440 hrs Bicycle Theft,,Pending
"",,,,,C-Wing,
11-8198T,5/16,1702 hrs,5/16 1130 hrs,5/16 1700 hrs Bicycle Theft,Parking Structure 1,Pending
11-8202T,5/16,1713 hrs,5/11 1030 hrs,5/16 1630 hrs Criminal Damage,Parking Lot 3,Pending
11-8214T,5/16,1908 hrs,5/16 1908 hrs,5/16 1915 hrs Driving with M/I Suspended Plates,3200 N. Rural Rd,Cleared By Arrest
11-8220T,5/16,2041 hrs,5/16 1330 hrs,5/16 1900 hrs 2nd Degree Burglary,609 S. Alpha Dr,Pending
"",,,,,E. University Dr. / S.,
11-8223T,5/16,2148 hrs,5/16 2145 hrs,5/16 2145 hrs Property Impounded for Destruction,,Closed
"",,,,,Rural Rd,
"",,,,Police Log,,
"",,,,Arizona State University Police Department,,
"",,,,"Tuesday, May 17, 2011",,
"",,,,Occurred,,
"",Date,Time,,,,
Incident #,,,From,Thru Description,Location,Disposition
"",Reported,Reported,,,,
"",,,Date Time,Date Time,,
"",,,,,E. Broadway Rd. / S.,
11-8237T,5/17,0141 hrs,5/17 0141 hrs,5/17 0152 hrs DUI,,Cleared By Arrest
"",,,,,College Ave.,
"",,,,,S. Sagewood Ave. / E.,
11-8245P,5/17,0349 hrs,5/17 0340 hrs,5/17 0350 hrs Driving on Suspended License,,Cleared By Arrest
"",,,,,Ulysses Ave.,
"",,,,,E. University Dr. / S.,
11-8259T,5/17,0751 hrs,5/17 0751 hrs,5/17 0810 hrs Property Impounded for Destruction,,Closed
"",,,,,McAllister Ave.,
11-8385T,5/17,2146 hrs,5/17 2146 hrs,5/17 2214 hrs Driving on Suspended License,Lot 60,Cleared By Arrest
"",,,,Police Log,,
"",,,,Arizona State University Police Department,,
"",,,,"Wednesday, May 18, 2011",,
"",,,,Occurred,,
"",Date,Time,,,,
Incident #,,,From,Thru Description,Location,Disposition
"",Reported,Reported,,,,
"",,,Date Time,Date Time,,
"",,,,,Student Recreation,
11-8419T,5/18,0333 hrs,5/18 0325 hrs,5/18 0335 hrs Criminal Damage,,Pending
"",,,,,Complex,
"",,,,,Student Recreation,
11-8420T,5/18,0503 hrs,5/17 1545 hrs,"5/18 0500 hrs Theft, Criminal Damage",,Pending
"",,,,,Complex,
"",,,,,Virginia Piper Writer's,
11-8436T,5/18,0755 hrs,5/17 1700 hrs,5/18 0755 hrs Criminal Damage,,Pending
"",,,,,House,
"",,,,,Engineering Center G-,
11-8457T,5/18,0911 hrs,5/17 1730 hrs,5/18 0815 hrs 3rd Degree Burglary,,Pending
"",,,,,Wing,
11-8469T,5/18,1023 hrs,5/14 1200 hrs,5/17 1200 hrs Theft,Vista Del Sol,Pending
"",,,,,Interdisciplinary,
11-8472T,5/18,1028 hrs,5/10 1600 hrs,5/17 1600 hrs Criminal Damage,Sciences and,Pending
"",,,,,Technology,
11-8482T,5/18,1104 hrs,5/10 1300 hrs,5/10 1800 hrs Criminal Damage,Design Annex,Pending
11-8483T,5/18,1201 hrs,5/16 1700 hrs,5/17 0800 hrs Theft,Farmer Building,Pending
"",,,,,Engineering Center B-,
11-8489T,5/18,1300 hrs,5/17 1630 hrs,5/18 0930 hrs Criminal Damage,,Pending
"",,,,,Wing,
11-8507W,5/18,1514 hrs,5/17 1100 hrs,5/17 1630 hrs Criminal Damage,Sands Building,Pending
11-8512T,5/18,1524 hrs,5/13 2000 hrs,5/18 1524 hrs Theft,Packard Stadium,Pending
"",,,,,W. Broadway Rd. / S.,
11-8547T,5/18,2019 hrs,5/18 2019 hrs,5/18 2034 hrs Driving on Suspended License,,Cleared By Arrest
"",,,,,Mill Ave.,
"",,,,,E. University Dr. / S.,
11-8566T,5/18,2302 hrs,5/18 2302 hrs,5/18 2302 hrs Property Impounded,,Closed
"",,,,,Dorsey Ln.,
"",,,,Police Log,,
"",,,,Arizona State University Police Department,,
"",,,,"Thursday, May 19, 2011",,
"",,,,Occurred,,
"",Date,Time,,,,
Incident #,,,From,Thru Description,Location,Disposition
"",Reported,Reported,,,,
"",,,Date Time,Date Time,,
"",,,,,E. University Dr. / E.,
11-8572T,5/19,0052 hrs,5/19 0052 hrs,5/19 0052 hrs Civil Traffic,,Cleared By Arrest
"",,,,,Alpha Dr.,
11-8604T,5/19,0934 hrs,5/11 1700 hrs,5/12 1400 hrs Bicycle Theft,Hassayampa Phase 2,Pending
"",,,,,Student Services,
11-8612T,5/19,1125 hrs,5/19 1035 hrs,5/19 1125 hrs Theft,,Pending
"",,,,,Building,
11-8627T,5/19,1500 hrs,5/18 1200 hrs,5/19 1500 hrs Bicycle Theft,Hassayampa Phase 2,Pending
"",,,,,Business Administration,
11-8630T,5/19,1508 hrs,5/19 1508 hrs,5/19 1508 hrs Property Impounded for Safekeeping,,Closed
"",,,,,Building,
"",,,,,S. Rural Rd. / E. Vista,
11-8667T,5/19,2041 hrs,5/19 2041 hrs,5/19 2047 hrs Driving on Suspended License,,Cleared By Arrest
"",,,,,Del Cerro Dr.,
"",,,,Police Log,,
"",,,,Arizona State University Police Department,,
"",,,,"Friday, May 20, 2011",,
"",,,,Occurred,,
"",Date,Time,,,,
Incident #,,,From,Thru Description,Location,Disposition
"",Reported,Reported,,,,
"",,,Date Time,Date Time,,
11-8705T,5/20,0037 hrs,5/20 0037 hrs,5/20 0059 hrs Under 21 with Alcohol in Body,Vista del Sol,Cleared By Arrest
"",,,,,S College Ave / E,
11-8725T,5/20,0636 hrs,5/20 0630 hrs,"5/20 0630 hrs Public Consumption of Alcohol, Littering",,Cleared By Arrest
"",,,,,Apache Blvd,
11-8765T,5/20,1326 hrs,1/18 1400 hrs,1/25 1200 hrs Bike Theft,Vista del Sol,Pending
11-8774T,5/20,1512 hrs,5/20 1512 hrs,5/20 1512 hrs Criminal Damage,Phi Sigma Kappa,Pending
11-8775T,5/20,1533 hrs,5/16 1200 hrs,5/20 1400 hrs Bike Theft,Vista del Sol,Pending
