11-1691T,2/3,0756 hrs,2/3 0756 hrs,2/3,0902 hrs,Property Impound,Student Health Center,Closed
"",,,,,,,Hassayampa Academic,
11-1701T,2/3,1212  hrs,12/5 1730 hrs,12/6,0945  hrs,Bike Theft,,Pending
"",,,,,,,Village,
11-1708W,2/3,1640 hrs,2/3 1640 hrs,2/3,2307 hrs,Assault,Fletcher Library,Pending
11-1721T,2/3,1956 hrs,1/27 2000  hrs,1/27,2000 hrs,Accident/Hit and Run,Parking Lot 58,Pending
"",,,,Occurred,,,,
"",Date,Time,,,,,,
Incident #,,,From,Thru,,Description,Location,Disposition
"",Reported,Reported,,,,,,
"",,,Date Time,Date,Time,,,
11-1747T,2/4,0215 hrs,2/4 0215 hrs,2/4,0215 hrs,Minor in Consumption of Alcohol,6th St/Veterans Way,Cleared By Arrest
11-1751T,2/4,0258 hrs,2/4 0255 hrs,2/4,0258 hrs,Non-Injury Accident,601 S Alpha Dr,Closed
11-1755T,2/4,0440 hrs,2/4 0440 hrs,2/4,0440 hrs,Criminal Damage,Rosewood Hall,Pending
"",,,,,,,Parking Structure at,
11-1757T,2/4,0600 hrs,2/4 0000 hrs,2/4,0000 hrs,Property Impound,,Closed
"",,,,,,,Fulton Center,
11-1769T,2/4,1303 hrs,2/4 1230 hrs,2/4,1303 hrs,Burglary,Music West,Pending
11-1771T,2/4,1331 hrs,2/4 1000 hrs,2/4,1030 hrs,Criminal Damage,Parking Lot 59,Pending
11-1172T,2/4,1356 hrs,2/3 2300 hrs,2/4,1200 hrs,Burglary,Agave Hall,Pending
11-1773T,2/4,1423 hrs,2/3 1630 hrs,2/4,1140  hrs,Bike Theft,Agave Hall,Pending
11-1775D,2/4,1436 hrs,2/3 1200 hrs,2/4,1400 hrs,Theft,University Center,Pending
"",,,,,,Minor in Possession of Alcohol/Possession of Drug,,
11-1786T,2/4,1651 hrs,2/4 1651 hrs,2/4,1651 hrs,,Palo Verde East,Cleared By Arrest
"",,,,,,Paraphernalia,,
11-1787D,2/4,1659 hrs,2/4 1659 hrs,2/4,1659 hrs,Criminal Damage/Reckless Burning,Mercado,Pending
11-1802T,2/4,2256 hrs,2/4 2256 hrs,2/4,2256 hrs,Minor in Consumption of Alcohol,Hassayampa Phase I,Cleared By Arrest
"",,,,Occurred,,,,
"",Date,Time,,,,,,
Incident #,,,From,Thru,,Description,Location,Disposition
"",Reported,Reported,,,,,,
"",,,Date Time,Date,Time,,,
11-1812T,2/5,0147 hrs,2/5 0147 hrs,2/5,0147 hrs,Minor in Consumption of Alcohol,Rosewood Hall,Cleared By Arrest
11-1814T,2/5,0220 hrs,2/5 0215 hrs,2/5,0220 hrs,Assault,Vista Del Sol,Pending
11-1816T,2/5,0235 hrs,2/5 0235 hrs,2/5,0235 hrs,Minor in Consumption of Alcohol,Sonora Center,Cleared By Arrest
11-1849T,2/5,2014 hrs,2/3 2100 hrs,2/4,2015 hrs,Sexual Assault,Tempe St. Luke's,Pending
"",,,,,,,E. Apache Bld/S Forest,
11-1853T,2/5,2251 hrs,2/5 2251 hrs,2/5,2311 hrs,Driving with a Suspended License,,Cleared By Arrest
"",,,,,,,Ave.,
"",,,,Occurred,,,,
"",Date,Time,,,,,,
Incident #,,,From,Thru,,Description,Location,Disposition
"",Reported,Reported,,,,,,
"",,,Date Time,Date,Time,,,
11-1856T,2/6,1642 hrs,2/6 1642 hrs,2/6,1642 hrs,Under 21 Possession of Alcohol,Vista del Sol,Cleared By Arrest
11-1860T,2/6,0102 hrs,2/6 0102 hrs,2/6,0102 hrs,Vehicle Burglary,Manzanita,Pending
11-1861T,2/6,0201 hrs,2/6 0201 hrs,2/6,0201 hrs,Under 21 Possession of Alcohol,Parking Lot 60,Cleared By Arrest
11-1862T,2/6,0207 hrs,2/6 0207 hrs,2/6,0207 hrs,Under 21 Possession of Alcohol,Vista del Sol,Cleared By Arrest
11-1870T,2/6,1132 hrs,2/6 0245 hrs,2/6,0315 hrs,Theft,San Pablo,Pending
11-1883T,2/6,1535 hrs,2/6 1535 hrs,2/6,1535 hrs,Possession of Marijuana and Drug Paraphernalia,Best Hall,Cleared By Arrest
"",,,,Occurred,,,,
"",Date,Time,,,,,,
Incident #,,,From,Thru,,Description,Location,Disposition
"",Reported,Reported,,,,,,
"",,,Date Time,Date,Time,,,
11-1906T,2/7,0725,2/6 2030,2/7,0705,Vehicle Burglary,Parking Structure 5,Pending
11-1907T,2/7,0738,2/7 0738,2/7,0738,Vehicle Burglary,Parking Structure 5,Pending
11-1909W,2/7,0906,2/7 0906,2/7,0906,Criminal Damage,5001 W Wood Dr,Pending
11-1926T,2/7,1439,2/2 1530,2/3,1530,Criminal Damage,McClintock Hall,Pending
11-1928T,2/7,1520,2/7 1520,2/7,1520,Assault,Coor Hall,Pending
11-1945D,2/7,1925,2/7 1900,2/7,1920,Theft,Ucent,Pending
11-1958T,2/7,2305,2/7 2305,2/7,2305,Information Only,Sonora,Pending
11-1959T,2/7,2335,2/7 2335,2/7,2335,Minor Possession of Alcohol,Hassayampa Phase 2,Cleared By Arrest
"",,,,Occurred,,,,
"",Date,Time,,,,,,
Incident #,,,From,Thru,,Description,Location,Disposition
"",Reported,Reported,,,,,,
"",,,Date Time,Date,Time,,,
"",,,,,,,Tempe St. Luke's,
2011-1962,2/8,0238 hrs,2/8 0238 hrs,2/8,0238 hrs,Information Only,,Pending
"",,,,,,,Hospital,
2011-1968,2/8,0943 hrs,2/1 1200 hrs,2/8,0943 hrs,Criminal Damage,Computing Commons,Pending
"",,,,,,,Physical Sciences H-,
2011-1978,2/8,1217 hrs,2/8 0940 hrs,2/8,1150 hrs,Bicycle Theft,,Pending
"",,,,,,,Wing,
2011-1980,2/8,1116 hrs,7/21 0000 hrs,2/8,1116 hrs,Theft,West Hall,Pending
2011-1987,2/8,1631 hrs,2/8 1631 hrs,2/8,1631 hrs,Property Impound,Cholla Apartments - B,Closed
2011-1990,2/8,1631 hrs,2/8 1631 hrs,2/8,1631 hrs,Injured/ Ill Person,Cholla Apartments - B,Pending
"",,,,Occurred,,,,
"",Date,Time,,,,,,
Incident #,,,From,Thru,,Description,Location,Disposition
"",Reported,Reported,,,,,,
"",,,Date Time,Date,Time,,,
2011-,,,,,,,,
"",2/9,1254 hrs,1/31 1400 hrs,1/31,1400 hrs,Forgery/Fraud,Manzanita Hall,Pending
2037T,,,,,,,,
2011-,,,,,,,,
"",2/9,1306 hrs,2/6 2100 hrs,2/8,2100hrs,Criminal Damage,Parking Lot 59,Pending
2039T,,,,,,,,
2011-,,,,,,,,
"",2/9,1329 hrs,2/8 2200 hrs,2/9,0000 hrs,Theft,Vista del Sol,Pending
2040T,,,,,,,,
2011-,,,,,,,,
"",2/9,1201 hrs,2/9 0600 hrs,2/9,0850 hrs,Theft,Cottonwood Hall,Pending
2041T,,,,,,,,
2011-,,,,,,,,
"",2/9,1346 hrs,11/18 0000 hrs,11/18,0000 hrs,Injured/ Ill Person,Payne,Pending
2044T,,,,,,,,
2011-,,,,,,,5000 Block S Terripin,
"",2/9,1538 hrs,2/7 1700 hrs,2/8,1600 hrs,Theft,,Pending
2051E,,,,,,,Dr,
2011-,,,,,,,,
"",2/9,1642 hrs,2/7 0900 hrs,2/8,1030 hrs,Theft,Hassayampa 1,Pending
2056T,,,,,,,,
2011-,,,,,,,,
"",2/9,1738 hrs,2/9 1738 hrs,2/9,1738 hrs,Possession of Marijuana,Vista del Sol,Cleared By Arrest
2062T,,,,,,,,
2011-,,,,,,,Physical Sciences A,
"",2/9,1752 hrs,2/9 1552 hrs,2/9,1752 hrs,Theft,,Pending
2063T,,,,,,,Wing,
11-2064W,2/9,1855 hrs,2/8 0000 hrs,2/8,0000 hrs,Subject Threatening,6015 W. Peoria Ave,Pending
"",,,,Occurred,,,
"",Date,Time,,,,,
Incident #,,,From,Thru,,Description,Location Disposition
"",Reported,Reported,,,,,
"",,,Date Time,Date,Time,,
2011-,,,,,,,
"",2/10,1654 hrs,2/1 1700 hrs,2/10,1700 hrs,Criminal Damage,Schwada Pending
2129T,,,,,,,
2011-,,,,,,,E Broadway Rd/ S
"",2/10,1745 hrs,2/10 1745 hrs,2/10,1823 hrs,Driving on a Suspended License,Cleared By Arrest
2133T,,,,,,,Terrace Rd
2011-,,,,,,,
"",2/10,1932 hrs,2/10 1630 hrs,2/10,1932 hrs,Bicycle Theft,College of Design North Pending
2139T,,,,,,,
2011-,,,,,,,
"",2/10,2219 hrs,2/10 2100 hrs,2/10,2219 hrs,Accident Non-Injury,Life Sciences A Wing Closed
2153T,,,,,,,
"",,,,Occurred,,,
"",Date,Time,,,,,
Incident #,,,From,Thru,,Description,Location Disposition
"",Reported,Reported,,,,,
"",,,Date Time,Date,Time,,
11-2184T,2/11,0240,2/11 0240,2/11,0324,Driving Under The Influence,1034 S Mill Ave Cleared By Arrest
"",,,,,,"Criminal Trespass, Possession of Drug Paraphernalia,",
11-2185T,2/11,0302,2/11 0302,2/11,0404,,Vista del Sol Cleared By Arrest
"",,,,,,Disorderly Conduct,
"",,,,,,,S College Ave / E
11-2198T,2/11,1220,2/11 1220,2/11,1242,Criminal Trespass,Cleared By Arrest
"",,,,,,,Apache Blvd
11-2201T,2/11,1236,2/4 1500,2/4,1500,Larceny Theft,Salvage Pending
11-2202T,2/11,1243,2/6 1200,2/6,1202,Larceny Theft,Palo Verde Main Pending
11-2203T,2/11,1320,2/10 1630,2/11,0930,Larceny Theft,Vista del Sol Pending
11-2207T,2/11,1344,2/9 1500,2/10,1900,Vehicle Burglary,Tempe Lot 59 Pending
"",,,,,,,Student Recreation
11-2216T,2/11,1511,2/11 0130,2/11,1420,Larceny Theft,Pending
"",,,,,,,Complex
11-2217T,2/11,1517,2/11 0230,2/11,0950,Sexual Assault,Vista del Sol Pending
11-2219T,2/11,1530,1/27 1200,1/27,1600,Larceny Theft,Hassayampa Phase 2 Pending
11-2227T,2/11,1600,2/11 1520,2/11,1550,Larceny Theft,College of Design South Pending
"",,,,,,,Student Recreation
11-2228T,2/11,1757,2/11 700,2/11,1500,Larceny Theft,Pending
"",,,,,,,Complex
11-2235E,2/11,1849,2/11 1849,2/11,1849,Impound for Destruction,E Tahoe / S Avery Closed
11-2242W,2/11,2116,2/11 2116,2/11,2116,Impound for Destruction,Community Park Closed
"",,,,Occurred,,,,
"",Date,Time,,,,,,
Incident #,,,From,Thru,,Description,Location,Disposition
"",Reported,Reported,,,,,,
"",,,Date Time,Date,Time,,,
2011-,,,,,,,,
"",2/12,0009 hrs,2/12 0009 hrs,2/12,0020 hrs,Under 21 with Alcohol in the Body,ASU Police,Cleared By Arrest
2265T,,,,,,,,
2011-,,,,,,,,
"",2/12,0124 hrs,2/12 0124 hrs,2/12,0137 hrs,Under 21 with Alcohol in the Body,Hassayampa Phase 2,Cleared By Arrest
2274T,,,,,,,,
2011-,,,,,,,,
"",2/12,0132 hrs,2/12 0132 hrs,2/12,0139 hrs,Under 21 with Alcohol in the Body,Vista del Sol,Cleared By Arrest
2275T,,,,,,,,
2011-,,,,,,Under 21 with Alcohol in the Body/ 1st Degree,,
"",2/12,0138 hrs,2/12 0138 hrs,2/12,0207 hrs,,Adelphi Commons,Cleared By Arrest
2278T,,,,,,Criminal Trespass,,
2011-,,,,,,,N Rural Rd/ E Apache,
"",2/12,1630 hrs,2/12 1642 hrs,2/12,1707 hrs,Driving on Suspended License,,Cleared By Arrest
2300T,,,,,,,Blvd,
2011-,,,,,,,,
"",2/12,2345 hrs,2/11 1250 hrs,2/11,1345 hrs,Vehicle Burglary,801 S. Mill Ave,Pending
2327T,,,,,,,,
"",,,,Occurred,,,,
"",Date,Time,,,,,,
Incident #,,,From,Thru,,Description,Location,Disposition
"",Reported,Reported,,,,,,
"",,,Date Time,Date,Time,,,
2011-,,,,,,,,
"",2/13,0117 hrs,2/13 0117 hrs,2/13,0126 hrs,Under 21 with Alcohol in the Body,Vista del Sol,Cleared By Arrest
2340T,,,,,,,,
2011-,,,,,,,,
"",2/13,0121 hrs,2/13 0121 hrs,2/13,0121 hrs,Under 21 with Alcohol in the Body,San Pablo,Cleared By Arrest
2342T,,,,,,,,
2011-,,,,,,,,
"",2/13,0238 hrs,2/13 0238 hrs,2/13,0249 hrs,Under 21 with Alcohol in the Body,Hassayampa Phase 2,Cleared By Arrest
2351T,,,,,,,,
2011-,,,,,,,,
"",2/13,0251 hrs,2/13 0251 hrs,2/13,0305 hrs,Under 21 with Alcohol in the Body,Hassayampa Phase 1,Cleared By Arrest
2353T,,,,,,,,
2011-,,,,,,,7000 Block of East,
"",2/13,0435 hrs,2/13 0435 hrs,2/13,0500 hrs,Assault/ Domestic Violence,,Cleared By Arrest
2362E,,,,,,,Trent Ave,
"",,,,,,DUI (Under 21) / Under 21 with Alcohol in the Body /,,
2011-,,,,,,,,
"",2/13,1004 hrs,2/13 1004 hrs,2/13,1608 hrs,Reckless Driving/ Leaving with out Notification After,Parking Structure 4,Cleared By Arrest
2368T,,,,,,,,
"",,,,,,Striking Unattended Vehicle,,
2011-,,,,,,,,
"",2/13,1517 hrs,2/13 1400 hrs,2/13,1517 hrs,Bicycle Theft,Matthews Center,Pending
2380T,,,,,,,,
2011-,,,,,,,S Power Rd/ E 202 Red,
"",2/13,1913 hrs,2/13 1913 hrs,2/13,1913 hrs,Property Impound,,Closed
2386E,,,,,,,Mountain Fwy W,
2011-,,,,,,,,
"",2/13,2307 hrs,2/13 2307 hrs,2/13,2320 hrs,Criminal Trespass 3rd Degree,Parking Structure 1,Cleared By Arrest
2395T,,,,,,,,
"",,,,Occurred,,,,
"",Date,Time,,,,,,
Incident #,,,From,Thru,,Description,Location,Disposition
"",Reported,Reported,,,,,,
"",,,Date Time,Date,Time,,,
11-2399T,2/14,47,2/13 2346,2/13,2346,Hit & Run Accident,717 S Alpha Dr,Pending
"",,,,,,,Physical Science,
11-2407T,2/14,1000,2/11 1700,2/11,1700,Theft,,Pending
"",,,,,,,Complex,
11-2414T,2/14,1220,2/10 2359,2/10,2359,Theft,Vista del Sol,Pending
"",,,,,,,Physical Sciences E,
11-2419T,2/14,2419,2/11 1135,2/11,1320,Bicycle Theft,,Pending
"",,,,,,,Wing,
11-2421T,2/14,1345,2/14 900,2/14,1300,Theft,Memorial Union,Pending
11-2422T,2/14,1350,2/13 1300,2/14,1330,Bicycle Theft,Vista del Sol,Pending
11-2429T,2/14,1651,2/12 2200,2/13,1000,Vehicle Burglary,Tempe Lot 10,Pending
"",,,,,,,Physical Sciences A,
11-2430T,2/14,1701,2/14 1545,2/14,1701,Criminal Damage,,Pending
"",,,,,,,Wing,
11-2438T,2/14,2053,2/14 1945,2/14,2045,Theft,Vista del Sol,Pending
"",,,,,,,S Forest Ave / E,
11-2440T,2/14,2222,2/14 2222,2/14,2222,Plate Impound,,Pending
"",,,,,,,University Dr,
"",,,,Occurred,,,
"",Date,Time,,,,,
Incident #,,,From,Thru,,Description,Location Disposition
"",Reported,Reported,,,,,
"",,,Date Time,Date,Time,,
11-2460T,2/15,0644,2/15 0644,2/15,0644,Trespass and Loitering,University Towers Cleared By Arrest
11-2465T,2/15,0918,2/14 1700,2/15,0700,Criminal Damage,College of Design South Pending
11-2481T,2/15,1417,2/15 1000,2/15,1230,Vehicle Burglary,Tempe Lot 59 Pending
11-2482T,2/15,1423,2/15 1423,2/15,1423,Found Property,Student Health Center Pending
11-2484T,2/15,1442,2/12 2200,2/13,0300,Theft,717 S Alpha Dr Pending
"",,,,,,,Cronkite School of
11-2486D,2/15,1508,2/10 1330,2/10,1400,Theft,Pending
"",,,,,,,Journalism
11-2487T,2/15,1536,2/15 1200,2/15,1200,Bicycle Theft,Language and Literature Pending
11-2497T,2/15,1845,2/15 1745,2/15,1800,Theft,Old Main Pending
"",,,,Occurred,,,,
"",Date,Time,,,,,,
Incident #,,,From,Thru,,Description,Location,Disposition
"",Reported,Reported,,,,,,
"",,,Date Time,Date,Time,,,
"",,,,,,,Vista del Sol Parking,
11-2519T,2/16,1832,2/16 1832,2/16,1832,Criminal Damage,,Pending
"",,,,,,,Structure,
"",,,,,,,5600 Block of E,
11-2521E,2/16,0138,2/12 1900,2/14,0900,Vehicle Burglary,,Pending
"",,,,,,,Sagewood,
11-2546T,2/16,1439,2/16 1409,2/16,1409,Theft,Art Building,Pending
"",,,,,,,Business Administration,
11-2550T,2/16,1546,2/15 1315,2/15,2330,Theft,,Pending
"",,,,,,,C-Wing,
11-2558T,2/16,1742,2/16 1615,2/16,1630,Theft,Murdock Hall,Pending
"",,,,,,,Physical Science Center,
11-2564T,2/16,1907,2/15 1900,2/16,1900,Criminal Damage,,Pending
"",,,,,,,F-Wing,
11-2568T,2/16,2045,2/16 2045,2/16,2045,Property Impound,S Rural Rd / E Tyler St,Pending
"",,,,Occurred,,,,
"",Date,Time,,,,,,
Incident #,,,From,Thru,,Description,Location,Disposition
"",Reported,Reported,,,,,,
"",,,Date Time,Date,Time,,,
11-2611T,02/17,1335,02/17 1340,02/17,1340,Possession of Marijuana,Hayden,Cleared By Arrest
11-2612T,02/17,1322,02/10 1730,02/10,1830,Theft,Hayden Library,Pending
"",,,,,,,Sport Recreation,
11-2630T,02/17,1924,02/17 1830,02/17,1910,Theft,,Pending
"",,,,,,,Complex Field,
"",,,,Occurred,,,,
"",Date,Time,,,,,,
Incident #,,,From,Thru,,Description,Location,Disposition
"",Reported,Reported,,,,,,
"",,,Date Time,Date,Time,,,
11-2654T,2/18,0203,02/18 0203,02/18,0203,Under 21 with Alcohol in Body,Sonora,Cleared By Arrest
11-2665T,2/18,0838,02/17 1700,02/17,1700,Computer Crime,Hassayampa Phase I,Pending
11-2681T,2/18,1212,02/17 1900,02/18,1200,Criminal Damage,Memorial Union,Pending
11/2685T,2/18,1344,2/18 0000,2/18,1400,Criminal Damage,Old Main,Pending
11-2686T,2/18,1415,2/18 1415,2/18,1415,Property Impound,Memorial Union,Closed
11-2693T,2/18,1639,2/18 1639,2/18,1730,Possession of Drug Paraphernalia,Sonora,Cleared By Arrest
11-2714T,2/18,2245,2/18 2245,2/18,2250,Driving Under the Influence,S Mill Ave / W 12th St,Cleared By Arrest
"",,,,,,"Possession of Marijuana, Possession of Drug",,
11-2715T,2/18,2301,2/18 2301,2/18,2309,,Vista Del Sol,Cleared By Arrest
"",,,,,,Paraphernalia,,
"",,,,Occurred,,,,
"",Date,Time,,,,,,
Incident #,,,From,Thru,,Description,Location,Disposition
"",Reported,Reported,,,,,,
"",,,Date Time,Date,Time,,,
2011-,,,,,,"Under 21 With Alcohol in Body, Interfering With",,
"",2/19,0130 hrs,2/19 0130 hrs,2/19,0310 hrs,,Vista del Sol,Cleared By Arrest
2726T,,,,,,Police (Delay and Obstruct),,
2011-,,,,,,,,
"",2/19,0133 hrs,2/19 0133 hrs,2/19,0202 hrs,Disorderly Conduct,Parking Lot 72,Cleared By Arrest
2727T,,,,,,,,
2011-,,,,,,,,
"",2/19,0217 hrs,2/19 0223 hrs,2/19,0223 hrs,Under 21 With Alcohol in Body,Vista del Sol,Cleared By Arrest
2729T,,,,,,,,
2011-,,,,,,,,
"",2/19,0240 hrs,2/19 0240 hrs,2/19,0240 hrs,Arson,Physical Education East,Pending
2732T,,,,,,,,
2011-,,,,,,Disorderly Conduct/Criminal Damage/ Under 21 With,,
"",2/19,0250 hrs,2/19 0250 hrs,2/19,0343 hrs,,Palo Verde East,Cleared By Arrest
2734T,,,,,,Alcohol in Body,,
2011-,,,,,,Possession of Dangerous Drugs/ Possession of Drug,S Rural Rd/ E Apache,
"",2/19,0954 hrs,2/19 0954 hrs,2/19,1345 hrs,,,Cleared By Arrest
2751T,,,,,,Paraphernalia,Blvd,
2011-,,,,,,,,
"",2/19,1303 hrs,2/19 1303 hrs,2/19,1310 hrs,Property Impound,Fletcher Library Lawn,Closed
2762W,,,,,,,,
2011-,,,,,,,,
"",2/19,1541 hrs,2/19 1020 hrs,2/19,1541 hrs,Vehicle Burglary,Parking Structure 7,Pending
2769T,,,,,,,,
2011-,,,,,,,,
"",2/19,1713 hrs,2/19 1700 hrs,2/19,1715 hrs,Theft of Services,801 S. Mill Ave,Pending
2773T,,,,,,,,
2011-,,,,,,,,
"",2/19,1930 hrs,2/18 1900 hrs,2/19,1930 hrs,Criminal Damage,Palo Verde East,Pending
2779T,,,,,,,,
"",,,,Occurred,,,,
"",Date,Time,,,,,,
Incident #,,,From,Thru,,Description,Location,Disposition
"",Reported,Reported,,,,,,
"",,,Date Time,Date,Time,,,
"",,,,,,"Possession of Dangerous Drugs, Possession of Drug",,
2011-,,,,,,,,
"",2/20,1253 hrs,2/20 1253 hrs,2/20,1453 hrs,"Paraphernalia, Selling of Dangerous Drugs, Possession",Hayden Library,Cleared By Arrest
2813T,,,,,,,,
"",,,,,,of Stolen Property,,
2011-,,,,,,,,
"",2/20,1356 hrs,2/18 2000 hrs,2/20,1000 hrs,Vehicle Burglary,Parking Structure 5,Pending
2816T,,,,,,,,
2011-,,,,,,,,
"",2/20,1856 hrs,2/20 1845 hrs,2/20,1855 hrs,Theft,Music West,Pending
2823T,,,,,,,,
2011-,,,,,,,,
"",2/20,1907 hrs,2/20 1730 hrs,2/20,1745 hrs,Theft,Hayden Library,Pending
2825T,,,,,,,,
2011-,,,,,,,,
"",2/20,2000 hrs,2/20 2001 hrs,2/20,2001 hrs,Attempted Suicide,Cholla Apartments,Pending
2829T,,,,,,,,
2011-,,,,,,,S Rural Rd/ E Apache,
"",2/20,2354 hrs,2/20 2354 hrs,2/20,2354 hrs,Property Impound,,Closed
2835T,,,,,,,Blvd,
"",,,,Occurred,,,,
"",Date,Time,,,,,,
Incident #,,,From,Thru,,Description,Location,Disposition
"",Reported,Reported,,,,,,
"",,,Date Time,Date,Time,,,
"",,,,,,,Research Support,
11-2851T,02/21,1235,2/21 0830,2/21,1130,Bicycle Theft,,Pending
"",,,,,,,Services,
11-2854T,2/21,1256,2/18 1700,2/19,1400,Criminal Damage,Parking Structure 7,Pending
"",,,,,,,Physical Sciences H,
11-2856T,2/21,1409,2/21 0845,2/21,1150,Bicycle Theft,,Pending
"",,,,,,,Wing,
"",,,,,,,Physical Sciences H,
11-2858T,2/21,1452,2/21 1452,2/21,1455,Found Property,,Closed
"",,,,,,,Wing,
11-2860T,2/21,1511,2/16 1800,2/17,1130,Theft,Life Science C Wing,Pending
11-2861T,2/21,1510,2/18 1900,2/19,1500,Burglary/Structure,Vista del Sol,Pending
"",,,,,,,Walter Cronkite School,
11-2865D,2/21,1601,2/18 1900,2/19,1500,Criminal Damage,,Pending
"",,,,,,,of Journalism,
"",,,,,,,Business Administration,
11-2866T,2/21,1554,2/21 1539,2/21,1554,Theft,,Pending
"",,,,,,,C Wing,
11-2867T,2/21,1630,2/21 1630,2/21,1630,Theft,Hayden Library,Pending
11-2882T,2/21,2129,12/1 0000,2/21,2129,Theft,Vista del Sol,Pending
"",,,,Occurred,,,,
"",Date,Time,,,,,,
Incident #,,,From,Thru,,Description,Location,Disposition
"",Reported,Reported,,,,,,
"",,,Date Time,Date,Time,,,
2011-,,,,,,,,
"",2/22,0556 hrs,2/21 1430 hrs,2/22,0530 hrs,Criminal Damage,Salvage,Pending
2893T,,,,,,,,
2011-,,,,,,,S Rural Rd/ E Baseline,
"",2/22,1003 hrs,2/22 1003 hrs,2/22,1003 hrs,Criminal Damage,,Pending
2900T,,,,,,,Rd,
2011-,,,,,,,,
"",2/22,1954 hrs,2/22 0030 hrs,2/22,1950 hrs,Criminal Damage,Parking Lot 59,Pending
2922T,,,,,,,,
"",,,,Occurred,,,,
"",Date,Time,,,,,,
Incident #,,,From,Thru,,Description,Location,Disposition
"",Reported,Reported,,,,,,
"",,,Date Time,Date,Time,,,
2011-,,,,,,,,
"",2/23,1039 hrs,2/23 0845 hrs,2/23,1030 hrs,Theft,Irish Hall,Pending
2956T,,,,,,,,
2011-,,,,,,,Physical Education,
"",2/23,1220 hrs,2/22 0845 hrs,2/22,1030 hrs,Theft,,Pending
2957T,,,,,,,West,
2011-,,,,,,,,
"",2/23,1347 hrs,2/22 0800 hrs,2/23,1345 hrs,Bike Theft,Taylor Place,Pending
2962D,,,,,,,,
2011-,,,,,,,,
"",2/23,1500 hrs,2/23 1500 hrs,2/23,1500 hrs,Forgery/ Fraud,ASU Police Department,Pending
2967T,,,,,,,,
2011-,,,,,,,,
"",2/23,1749 hrs,2/23 1315 hrs,2/23,1749 hrs,Bike Theft,Bio Design B Wing,Pending
2972T,,,,,,,,
2011-,,,,,,,,
"",2/23,1922 hrs,2/23 1922 hrs,2/23,1922 hrs,Order of Protection Violation,ASU Police Department,Pending
2980T,,,,,,,,
"",,,,Occurred,,,,
"",Date,Time,,,,,,
Incident #,,,From,Thru,,Description,Location,Disposition
"",Reported,Reported,,,,,,
"",,,Date Time,Date,Time,,,
2011-,,,,,,,,
"",2/24,0441 hrs,2/24 0441 hrs,2/24,0442 hrs,"Criminal Trespass, Under 21 With Alcohol in Body",Ocotillo Hall,Cleared By Arrest
3010T,,,,,,,,
2011-,,,,,,,,
"",2/24,0823 hrs,2/23 1530 hrs,2/23,1800 hrs,Theft,Hayden Library,Pending
3013T,,,,,,,,
2011-,,,,,,,,
"",2/24,0933 hrs,2/23 1700 hrs,2/24,0830 hrs,Criminal Damage,Psychology,Pending
3016T,,,,,,,,
2011-,,,,,,,Farington Softball,
"",2/24,1020 hrs,2/22 1600 hrs,2/24,0900 hrs,Criminal Damage,,Pending
3020T,,,,,,,Stadium,
2011-,,,,,,,,
